State,District,Market,Commodity,Arrival_Date,Modal_Price,Arrivals
Maharashtra,Nashik,Lasalgaon,Onion,02/10/2023,1767.63,50.4
Maharashtra,Nashik,Lasalgaon,Onion,04/10/2023,1705.53,60.5
Maharashtra,Nashik,Lasalgaon,Onion,06/10/2023,1770.31,25.3
Maharashtra,Nashik,Lasalgaon,Onion,08/10/2023,1785.11,30.7
Maharashtra,Nashik,Lasalgaon,Onion,10/10/2023,1742.52,50.3
Maharashtra,Nashik,Lasalgaon,Onion,12/10/2023,1806.09,52.1
Maharashtra,Nashik,Lasalgaon,Onion,14/10/2023,1668.36,35.7
Maharashtra,Nashik,Lasalgaon,Onion,16/10/2023,1701.66,54.5
Maharashtra,Nashik,Lasalgaon,Onion,18/10/2023,1736.34,35.4
Maharashtra,Nashik,Lasalgaon,Onion,20/10/2023,1768.67,31.1
Maharashtra,Nashik,Lasalgaon,Onion,22/10/2023,1835.93,52.6
Maharashtra,Nashik,Lasalgaon,Onion,24/10/2023,1809.75,32.5
Maharashtra,Nashik,Lasalgaon,Onion,26/10/2023,1772.12,65.5
Maharashtra,Nashik,Lasalgaon,Onion,28/10/2023,1840.78,38.6
Maharashtra,Nashik,Lasalgaon,Onion,30/10/2023,1759.07,56.0
Maharashtra,Nashik,Lasalgaon,Onion,01/11/2023,1804.55,54.0
Maharashtra,Nashik,Lasalgaon,Onion,03/11/2023,1765.44,35.4
Maharashtra,Nashik,Lasalgaon,Onion,05/11/2023,1806.11,56.9
Maharashtra,Nashik,Lasalgaon,Onion,07/11/2023,1832.83,52.2
Maharashtra,Nashik,Lasalgaon,Onion,09/11/2023,1792.5,32.5
Maharashtra,Nashik,Lasalgaon,Onion,11/11/2023,1839.72,39.1
Maharashtra,Nashik,Lasalgaon,Onion,13/11/2023,1830.09,40.4
Maharashtra,Nashik,Lasalgaon,Onion,15/11/2023,1908.05,38.8
Maharashtra,Nashik,Lasalgaon,Onion,17/11/2023,1876.95,74.4
Maharashtra,Nashik,Lasalgaon,Onion,19/11/2023,1932.46,56.1
Maharashtra,Nashik,Lasalgaon,Onion,21/11/2023,1874.28,72.0
Maharashtra,Nashik,Lasalgaon,Onion,23/11/2023,1939.65,45.1
Maharashtra,Nashik,Lasalgaon,Onion,25/11/2023,1987.14,9.6
Maharashtra,Nashik,Lasalgaon,Onion,27/11/2023,1946.17,29.6
Maharashtra,Nashik,Lasalgaon,Onion,29/11/2023,2000.75,60.9
Maharashtra,Nashik,Lasalgaon,Onion,01/12/2023,2009.74,29.2
Maharashtra,Nashik,Lasalgaon,Onion,03/12/2023,2006.96,32.7
Maharashtra,Nashik,Lasalgaon,Onion,05/12/2023,1939.01,26.0
Maharashtra,Nashik,Lasalgaon,Onion,07/12/2023,2010.06,49.4
Maharashtra,Nashik,Lasalgaon,Onion,09/12/2023,2035.44,48.8
Maharashtra,Nashik,Lasalgaon,Onion,11/12/2023,1998.53,70.3
Maharashtra,Nashik,Lasalgaon,Onion,13/12/2023,2086.22,60.9
Maharashtra,Nashik,Lasalgaon,Onion,15/12/2023,2089.55,46.6
Maharashtra,Nashik,Lasalgaon,Onion,17/12/2023,2020.8,26.3
Maharashtra,Nashik,Lasalgaon,Onion,19/12/2023,2042.52,45.9
Maharashtra,Nashik,Lasalgaon,Onion,21/12/2023,2149.52,56.5
Maharashtra,Nashik,Lasalgaon,Onion,23/12/2023,2057.03,30.2
Maharashtra,Nashik,Lasalgaon,Onion,25/12/2023,2071.58,49.0
Maharashtra,Nashik,Lasalgaon,Onion,27/12/2023,2192.03,47.5
Maharashtra,Nashik,Lasalgaon,Onion,29/12/2023,2221.3,46.6
Maharashtra,Nashik,Lasalgaon,Onion,31/12/2023,2215.78,62.0
Maharashtra,Nashik,Lasalgaon,Onion,02/01/2024,2262.54,41.8
Maharashtra,Nashik,Lasalgaon,Onion,04/01/2024,2273.34,43.9
Maharashtra,Nashik,Lasalgaon,Onion,06/01/2024,2249.03,33.9
Maharashtra,Nashik,Lasalgaon,Onion,08/01/2024,2254.05,56.7
Maharashtra,Nashik,Lasalgaon,Onion,10/01/2024,2323.73,35.2
Maharashtra,Nashik,Lasalgaon,Onion,12/01/2024,2366.98,46.0
Maharashtra,Nashik,Lasalgaon,Onion,14/01/2024,2351.33,48.2
Maharashtra,Nashik,Lasalgaon,Onion,16/01/2024,2296.75,40.1
Maharashtra,Nashik,Lasalgaon,Onion,18/01/2024,2371.0,40.2
Maharashtra,Nashik,Lasalgaon,Onion,20/01/2024,2278.06,66.3
Maharashtra,Nashik,Lasalgaon,Onion,22/01/2024,2363.92,55.7
Maharashtra,Nashik,Lasalgaon,Onion,24/01/2024,2489.93,52.3
Maharashtra,Nashik,Lasalgaon,Onion,26/01/2024,2344.28,29.4
Maharashtra,Nashik,Lasalgaon,Onion,28/01/2024,2399.12,32.8
Maharashtra,Nashik,Lasalgaon,Onion,30/01/2024,2378.87,52.4
Maharashtra,Nashik,Lasalgaon,Onion,01/02/2024,2535.24,62.9
Maharashtra,Nashik,Lasalgaon,Onion,03/02/2024,2353.79,54.8
Maharashtra,Nashik,Lasalgaon,Onion,05/02/2024,2386.35,49.6
Maharashtra,Nashik,Lasalgaon,Onion,07/02/2024,2469.82,37.7
Maharashtra,Nashik,Lasalgaon,Onion,09/02/2024,2428.84,59.7
Maharashtra,Nashik,Lasalgaon,Onion,11/02/2024,2523.53,26.6
Maharashtra,Nashik,Lasalgaon,Onion,13/02/2024,2545.07,36.5
Maharashtra,Nashik,Lasalgaon,Onion,15/02/2024,2557.28,48.0
Maharashtra,Nashik,Lasalgaon,Onion,17/02/2024,2565.23,30.2
Maharashtra,Nashik,Lasalgaon,Onion,19/02/2024,2517.68,52.5
Maharashtra,Nashik,Lasalgaon,Onion,21/02/2024,2528.75,51.9
Maharashtra,Nashik,Lasalgaon,Onion,23/02/2024,2541.17,42.8
Maharashtra,Nashik,Lasalgaon,Onion,25/02/2024,2652.35,73.5
Maharashtra,Nashik,Lasalgaon,Onion,27/02/2024,2535.17,41.4
Maharashtra,Nashik,Lasalgaon,Onion,29/02/2024,2471.05,37.3
Maharashtra,Nashik,Lasalgaon,Onion,02/03/2024,2630.12,34.1
Maharashtra,Nashik,Lasalgaon,Onion,04/03/2024,2541.79,39.5
Maharashtra,Nashik,Lasalgaon,Onion,06/03/2024,2607.62,52.7
Maharashtra,Nashik,Lasalgaon,Onion,08/03/2024,2661.24,51.4
Maharashtra,Nashik,Lasalgaon,Onion,10/03/2024,2688.76,64.8
Maharashtra,Nashik,Lasalgaon,Onion,12/03/2024,2690.15,48.4
Maharashtra,Nashik,Lasalgaon,Onion,14/03/2024,2592.72,51.0
Maharashtra,Nashik,Lasalgaon,Onion,16/03/2024,2615.55,60.4
Maharashtra,Nashik,Lasalgaon,Onion,18/03/2024,2674.65,28.8
Maharashtra,Nashik,Lasalgaon,Onion,20/03/2024,2578.76,37.6
Maharashtra,Nashik,Lasalgaon,Onion,22/03/2024,2638.77,46.4
Maharashtra,Nashik,Lasalgaon,Onion,24/03/2024,2681.54,61.2
Maharashtra,Nashik,Lasalgaon,Onion,26/03/2024,2773.69,53.3
Maharashtra,Nashik,Lasalgaon,Onion,28/03/2024,2684.98,58.2
Maharashtra,Nashik,Lasalgaon,Onion,30/03/2024,2661.0,70.9
Maharashtra,Nashik,Lasalgaon,Onion,01/04/2024,2770.97,62.6
Maharashtra,Nashik,Lasalgaon,Onion,03/04/2024,2579.41,35.7
Maharashtra,Nashik,Lasalgaon,Onion,05/04/2024,2664.75,40.8
Maharashtra,Nashik,Lasalgaon,Onion,07/04/2024,2640.98,57.0
Maharashtra,Nashik,Lasalgaon,Onion,09/04/2024,2713.42,37.5
Maharashtra,Nashik,Lasalgaon,Onion,11/04/2024,2797.32,11.2
Maharashtra,Nashik,Lasalgaon,Onion,13/04/2024,2771.33,45.2
Maharashtra,Nashik,Lasalgaon,Onion,15/04/2024,2808.56,53.3
Maharashtra,Nashik,Lasalgaon,Onion,17/04/2024,2758.98,22.4
Maharashtra,Nashik,Lasalgaon,Onion,19/04/2024,2613.21,56.8
Maharashtra,Nashik,Lasalgaon,Onion,21/04/2024,2597.04,38.2
Maharashtra,Nashik,Lasalgaon,Onion,23/04/2024,2570.7,50.0
Maharashtra,Nashik,Lasalgaon,Onion,25/04/2024,2693.49,31.8
Maharashtra,Nashik,Lasalgaon,Onion,27/04/2024,2658.71,68.3
Maharashtra,Nashik,Lasalgaon,Onion,29/04/2024,2590.41,46.7
Maharashtra,Nashik,Lasalgaon,Onion,01/05/2024,2687.25,71.0
Maharashtra,Nashik,Lasalgaon,Onion,03/05/2024,2638.21,45.6
Maharashtra,Nashik,Lasalgaon,Onion,05/05/2024,2617.56,23.7
Maharashtra,Nashik,Lasalgaon,Onion,07/05/2024,2652.32,39.3
Maharashtra,Nashik,Lasalgaon,Onion,09/05/2024,2656.77,57.0
Maharashtra,Nashik,Lasalgaon,Onion,11/05/2024,2666.01,23.3
Maharashtra,Nashik,Lasalgaon,Onion,13/05/2024,2599.78,54.2
Maharashtra,Nashik,Lasalgaon,Onion,15/05/2024,2677.11,61.1
Maharashtra,Nashik,Lasalgaon,Onion,17/05/2024,2535.91,64.8
Maharashtra,Nashik,Lasalgaon,Onion,19/05/2024,2611.61,75.8
Maharashtra,Nashik,Lasalgaon,Onion,21/05/2024,2568.35,85.8
Maharashtra,Nashik,Lasalgaon,Onion,23/05/2024,2486.48,44.3
Maharashtra,Nashik,Lasalgaon,Onion,25/05/2024,2442.48,54.9
Maharashtra,Nashik,Lasalgaon,Onion,27/05/2024,2512.55,36.9
Maharashtra,Nashik,Lasalgaon,Onion,29/05/2024,2542.21,42.4
Maharashtra,Nashik,Lasalgaon,Onion,31/05/2024,2582.06,47.4
Maharashtra,Nashik,Lasalgaon,Onion,02/06/2024,2409.71,29.6
Maharashtra,Nashik,Lasalgaon,Onion,04/06/2024,2561.0,32.0
Maharashtra,Nashik,Lasalgaon,Onion,06/06/2024,2485.96,53.0
Maharashtra,Nashik,Lasalgaon,Onion,08/06/2024,2474.61,48.0
Maharashtra,Nashik,Lasalgaon,Onion,10/06/2024,2379.71,15.9
Maharashtra,Nashik,Lasalgaon,Onion,12/06/2024,2421.24,39.6
Maharashtra,Nashik,Lasalgaon,Onion,14/06/2024,2392.59,49.2
Maharashtra,Nashik,Lasalgaon,Onion,16/06/2024,2321.74,26.4
Maharashtra,Nashik,Lasalgaon,Onion,18/06/2024,2351.23,47.3
Maharashtra,Nashik,Lasalgaon,Onion,20/06/2024,2464.22,37.2
Maharashtra,Nashik,Lasalgaon,Onion,22/06/2024,2353.55,54.7
Maharashtra,Nashik,Lasalgaon,Onion,24/06/2024,2357.59,52.5
Maharashtra,Nashik,Lasalgaon,Onion,26/06/2024,2349.65,85.2
Maharashtra,Nashik,Lasalgaon,Onion,28/06/2024,2304.8,29.1
Maharashtra,Nashik,Lasalgaon,Onion,30/06/2024,2375.34,63.0
Maharashtra,Nashik,Lasalgaon,Onion,02/07/2024,2176.36,51.3
Maharashtra,Nashik,Lasalgaon,Onion,04/07/2024,2299.1,54.3
Maharashtra,Nashik,Lasalgaon,Onion,06/07/2024,2296.36,36.5
Maharashtra,Nashik,Lasalgaon,Onion,08/07/2024,2320.03,57.8
Maharashtra,Nashik,Lasalgaon,Onion,10/07/2024,2265.42,63.8
Maharashtra,Nashik,Lasalgaon,Onion,12/07/2024,2168.45,65.3
Maharashtra,Nashik,Lasalgaon,Onion,14/07/2024,2181.45,45.9
Maharashtra,Nashik,Lasalgaon,Onion,16/07/2024,2169.89,43.8
Maharashtra,Nashik,Lasalgaon,Onion,18/07/2024,2210.79,40.3
Maharashtra,Nashik,Lasalgaon,Onion,20/07/2024,2140.59,25.1
Maharashtra,Nashik,Lasalgaon,Onion,22/07/2024,2149.43,43.0
Maharashtra,Nashik,Lasalgaon,Onion,24/07/2024,2178.81,59.6
Maharashtra,Nashik,Lasalgaon,Onion,26/07/2024,2105.15,61.6
Maharashtra,Nashik,Lasalgaon,Onion,28/07/2024,2085.35,58.3
Maharashtra,Nashik,Lasalgaon,Onion,30/07/2024,2090.16,42.0
Maharashtra,Nashik,Lasalgaon,Onion,01/08/2024,2016.33,52.8
Maharashtra,Nashik,Lasalgaon,Onion,03/08/2024,1987.5,32.5
Maharashtra,Nashik,Lasalgaon,Onion,05/08/2024,2066.02,40.0
Maharashtra,Nashik,Lasalgaon,Onion,07/08/2024,1947.35,45.1
Maharashtra,Nashik,Lasalgaon,Onion,09/08/2024,2044.79,52.2
Maharashtra,Nashik,Lasalgaon,Onion,11/08/2024,2039.71,35.2
Maharashtra,Nashik,Lasalgaon,Onion,13/08/2024,1998.29,31.8
Maharashtra,Nashik,Lasalgaon,Onion,15/08/2024,1954.84,32.5
Maharashtra,Nashik,Lasalgaon,Onion,17/08/2024,1890.19,26.6
Maharashtra,Nashik,Lasalgaon,Onion,19/08/2024,1937.9,42.7
Maharashtra,Nashik,Lasalgaon,Onion,21/08/2024,1897.81,71.9
Maharashtra,Nashik,Lasalgaon,Onion,23/08/2024,1892.27,26.8
Maharashtra,Nashik,Lasalgaon,Onion,25/08/2024,1943.91,52.2
Maharashtra,Nashik,Lasalgaon,Onion,27/08/2024,1938.45,52.7
Maharashtra,Nashik,Lasalgaon,Onion,29/08/2024,1935.43,44.4
Maharashtra,Nashik,Lasalgaon,Onion,31/08/2024,1858.24,40.8
Maharashtra,Nashik,Lasalgaon,Onion,02/09/2024,1853.74,57.8
Maharashtra,Nashik,Lasalgaon,Onion,04/09/2024,1865.77,49.4
Maharashtra,Nashik,Lasalgaon,Onion,06/09/2024,1910.99,66.5
Maharashtra,Nashik,Lasalgaon,Onion,08/09/2024,1913.35,50.9
Maharashtra,Nashik,Lasalgaon,Onion,10/09/2024,1957.62,59.7
Maharashtra,Nashik,Lasalgaon,Onion,12/09/2024,1794.53,71.4
Maharashtra,Nashik,Lasalgaon,Onion,14/09/2024,1740.0,24.7
Maharashtra,Nashik,Lasalgaon,Onion,16/09/2024,1846.67,50.0
Maharashtra,Nashik,Lasalgaon,Onion,18/09/2024,1850.93,46.6
Maharashtra,Nashik,Lasalgaon,Onion,20/09/2024,1834.56,39.3
Maharashtra,Nashik,Lasalgaon,Onion,22/09/2024,1879.54,40.0
Maharashtra,Nashik,Lasalgaon,Onion,24/09/2024,1869.54,41.3
Maharashtra,Nashik,Lasalgaon,Onion,26/09/2024,1813.44,66.6
Maharashtra,Nashik,Lasalgaon,Onion,28/09/2024,1845.94,48.0
Maharashtra,Nashik,Lasalgaon,Onion,30/09/2024,1867.64,50.6
Maharashtra,Nashik,Lasalgaon,Onion,02/10/2024,1889.32,51.3
Maharashtra,Nashik,Lasalgaon,Onion,04/10/2024,1875.67,39.6
Maharashtra,Nashik,Lasalgaon,Onion,06/10/2024,1732.34,53.9
Maharashtra,Nashik,Lasalgaon,Onion,08/10/2024,1873.56,41.9
Maharashtra,Nashik,Lasalgaon,Onion,10/10/2024,1909.3,5.0
Maharashtra,Nashik,Lasalgaon,Onion,12/10/2024,1854.92,68.1
Maharashtra,Nashik,Lasalgaon,Onion,14/10/2024,1897.6,56.8
Maharashtra,Nashik,Lasalgaon,Onion,16/10/2024,1899.13,47.8
Maharashtra,Nashik,Lasalgaon,Onion,18/10/2024,1869.1,43.9
Maharashtra,Nashik,Lasalgaon,Onion,20/10/2024,1853.77,43.9
Maharashtra,Nashik,Lasalgaon,Onion,22/10/2024,1932.67,32.4
Maharashtra,Nashik,Lasalgaon,Onion,24/10/2024,1933.69,26.6
Maharashtra,Nashik,Lasalgaon,Onion,26/10/2024,1970.64,46.0
Maharashtra,Nashik,Lasalgaon,Onion,28/10/2024,1974.2,39.4
Maharashtra,Nashik,Lasalgaon,Onion,30/10/2024,2004.51,40.9
Maharashtra,Nashik,Lasalgaon,Onion,01/11/2024,1937.25,46.0
Maharashtra,Nashik,Lasalgaon,Onion,03/11/2024,1908.45,41.6
Maharashtra,Nashik,Lasalgaon,Onion,05/11/2024,1963.95,42.7
Maharashtra,Nashik,Lasalgaon,Onion,07/11/2024,1944.73,37.8
Maharashtra,Nashik,Lasalgaon,Onion,09/11/2024,1979.68,52.6
Maharashtra,Nashik,Lasalgaon,Onion,11/11/2024,2011.05,24.1
Maharashtra,Nashik,Lasalgaon,Onion,13/11/2024,1982.75,38.1
Maharashtra,Nashik,Lasalgaon,Onion,15/11/2024,2078.86,51.6
Maharashtra,Nashik,Lasalgaon,Onion,17/11/2024,2059.51,34.3
Maharashtra,Nashik,Lasalgaon,Onion,19/11/2024,2120.54,55.2
Maharashtra,Nashik,Lasalgaon,Onion,21/11/2024,2061.54,18.2
Maharashtra,Nashik,Lasalgaon,Onion,23/11/2024,2041.33,30.0
Maharashtra,Nashik,Lasalgaon,Onion,25/11/2024,1976.36,20.7
Maharashtra,Nashik,Lasalgaon,Onion,27/11/2024,2091.3,85.4
Maharashtra,Nashik,Lasalgaon,Onion,29/11/2024,2057.3,50.7
Maharashtra,Nashik,Lasalgaon,Onion,01/12/2024,2133.24,32.3
Maharashtra,Nashik,Lasalgaon,Onion,03/12/2024,2176.08,38.7
Maharashtra,Nashik,Lasalgaon,Onion,05/12/2024,2140.37,74.5
Maharashtra,Nashik,Lasalgaon,Onion,07/12/2024,2230.7,39.6
Maharashtra,Nashik,Lasalgaon,Onion,09/12/2024,2194.78,58.2
Maharashtra,Nashik,Lasalgaon,Onion,11/12/2024,2206.52,51.1
Maharashtra,Nashik,Lasalgaon,Onion,13/12/2024,2195.28,59.8
Maharashtra,Nashik,Lasalgaon,Onion,15/12/2024,2242.68,9.2
Maharashtra,Nashik,Lasalgaon,Onion,17/12/2024,2233.2,62.1
Maharashtra,Nashik,Lasalgaon,Onion,19/12/2024,2314.0,55.9
Maharashtra,Nashik,Lasalgaon,Onion,21/12/2024,2359.95,42.7
Maharashtra,Nashik,Lasalgaon,Onion,23/12/2024,2286.61,38.1
Maharashtra,Nashik,Lasalgaon,Onion,25/12/2024,2338.88,52.5
Maharashtra,Nashik,Lasalgaon,Onion,27/12/2024,2404.41,55.6
Maharashtra,Nashik,Lasalgaon,Onion,29/12/2024,2315.23,45.2
Maharashtra,Nashik,Pimpalgaon,Onion,01/01/1999,352.24,76.7
Maharashtra,Nashik,Pimpalgaon,Onion,03/01/1999,354.09,53.1
Maharashtra,Nashik,Pimpalgaon,Onion,05/01/1999,366.02,47.5
Maharashtra,Nashik,Pimpalgaon,Onion,07/01/1999,357.3,54.8
Maharashtra,Nashik,Pimpalgaon,Onion,09/01/1999,343.37,18.7
Maharashtra,Nashik,Pimpalgaon,Onion,11/01/1999,361.66,31.0
Maharashtra,Nashik,Pimpalgaon,Onion,13/01/1999,369.48,41.3
Maharashtra,Nashik,Pimpalgaon,Onion,15/01/1999,370.69,45.9
Maharashtra,Nashik,Pimpalgaon,Onion,17/01/1999,361.79,36.5
Maharashtra,Nashik,Pimpalgaon,Onion,19/01/1999,376.96,34.9
Maharashtra,Nashik,Pimpalgaon,Onion,21/01/1999,391.03,29.8
Maharashtra,Nashik,Pimpalgaon,Onion,23/01/1999,382.44,47.3
Maharashtra,Nashik,Pimpalgaon,Onion,25/01/1999,384.2,53.1
Maharashtra,Nashik,Pimpalgaon,Onion,27/01/1999,378.86,38.2
Maharashtra,Nashik,Pimpalgaon,Onion,29/01/1999,380.0,38.0
Maharashtra,Nashik,Pimpalgaon,Onion,31/01/1999,390.38,45.1
Maharashtra,Nashik,Pimpalgaon,Onion,02/02/1999,399.53,29.5
Maharashtra,Nashik,Pimpalgaon,Onion,04/02/1999,389.39,31.5
Maharashtra,Nashik,Pimpalgaon,Onion,06/02/1999,401.94,28.4
Maharashtra,Nashik,Pimpalgaon,Onion,08/02/1999,387.93,25.3
Maharashtra,Nashik,Pimpalgaon,Onion,10/02/1999,368.71,47.9
Maharashtra,Nashik,Pimpalgaon,Onion,12/02/1999,394.16,43.0
Maharashtra,Nashik,Pimpalgaon,Onion,14/02/1999,409.53,21.1
Maharashtra,Nashik,Pimpalgaon,Onion,16/02/1999,408.48,36.0
Maharashtra,Nashik,Pimpalgaon,Onion,18/02/1999,400.25,26.3
Maharashtra,Nashik,Pimpalgaon,Onion,20/02/1999,419.03,67.5
Maharashtra,Nashik,Pimpalgaon,Onion,22/02/1999,413.54,51.2
Maharashtra,Nashik,Pimpalgaon,Onion,24/02/1999,413.22,52.3
Maharashtra,Nashik,Pimpalgaon,Onion,26/02/1999,411.25,62.7
Maharashtra,Nashik,Pimpalgaon,Onion,28/02/1999,414.21,64.3
Maharashtra,Nashik,Pimpalgaon,Onion,02/03/1999,400.64,44.2
Maharashtra,Nashik,Pimpalgaon,Onion,04/03/1999,414.17,41.2
Maharashtra,Nashik,Pimpalgaon,Onion,06/03/1999,412.97,50.7
Maharashtra,Nashik,Pimpalgaon,Onion,08/03/1999,417.39,54.7
Maharashtra,Nashik,Pimpalgaon,Onion,10/03/1999,420.29,32.6
Maharashtra,Nashik,Pimpalgaon,Onion,12/03/1999,425.45,51.0
Maharashtra,Nashik,Pimpalgaon,Onion,14/03/1999,428.63,61.8
Maharashtra,Nashik,Pimpalgaon,Onion,16/03/1999,433.82,49.0
Maharashtra,Nashik,Pimpalgaon,Onion,18/03/1999,411.07,55.8
Maharashtra,Nashik,Pimpalgaon,Onion,20/03/1999,415.07,43.8
Maharashtra,Nashik,Pimpalgaon,Onion,22/03/1999,411.96,40.7
Maharashtra,Nashik,Pimpalgaon,Onion,24/03/1999,429.43,25.7
Maharashtra,Nashik,Pimpalgaon,Onion,26/03/1999,422.05,47.1
Maharashtra,Nashik,Pimpalgaon,Onion,28/03/1999,429.38,54.1
Maharashtra,Nashik,Pimpalgaon,Onion,30/03/1999,403.52,37.5
Maharashtra,Nashik,Pimpalgaon,Onion,01/04/1999,441.26,24.6
Maharashtra,Nashik,Pimpalgaon,Onion,03/04/1999,416.27,26.8
Maharashtra,Nashik,Pimpalgaon,Onion,05/04/1999,422.84,58.7
Maharashtra,Nashik,Pimpalgaon,Onion,07/04/1999,430.26,67.2
Maharashtra,Nashik,Pimpalgaon,Onion,09/04/1999,420.78,57.3
Maharashtra,Nashik,Pimpalgaon,Onion,11/04/1999,439.58,33.0
Maharashtra,Nashik,Pimpalgaon,Onion,13/04/1999,433.45,29.4
Maharashtra,Nashik,Pimpalgaon,Onion,15/04/1999,434.59,42.9
Maharashtra,Nashik,Pimpalgaon,Onion,17/04/1999,433.92,51.2
Maharashtra,Nashik,Pimpalgaon,Onion,19/04/1999,426.38,29.5
Maharashtra,Nashik,Pimpalgaon,Onion,21/04/1999,432.98,57.3
Maharashtra,Nashik,Pimpalgaon,Onion,23/04/1999,413.73,36.9
Maharashtra,Nashik,Pimpalgaon,Onion,25/04/1999,423.38,52.4
Maharashtra,Nashik,Pimpalgaon,Onion,27/04/1999,432.29,18.9
Maharashtra,Nashik,Pimpalgaon,Onion,29/04/1999,429.72,38.7
Maharashtra,Nashik,Pimpalgaon,Onion,01/05/1999,426.05,61.4
Maharashtra,Nashik,Pimpalgaon,Onion,03/05/1999,432.0,39.9
Maharashtra,Nashik,Pimpalgaon,Onion,05/05/1999,412.48,28.1
Maharashtra,Nashik,Pimpalgaon,Onion,07/05/1999,427.36,33.7
Maharashtra,Nashik,Pimpalgaon,Onion,09/05/1999,427.51,33.2
Maharashtra,Nashik,Pimpalgaon,Onion,11/05/1999,408.77,47.7
Maharashtra,Nashik,Pimpalgaon,Onion,13/05/1999,434.16,76.6
Maharashtra,Nashik,Pimpalgaon,Onion,15/05/1999,431.62,32.7
Maharashtra,Nashik,Pimpalgaon,Onion,17/05/1999,409.97,50.7
Maharashtra,Nashik,Pimpalgaon,Onion,19/05/1999,409.24,51.1
Maharashtra,Nashik,Pimpalgaon,Onion,21/05/1999,405.57,52.0
Maharashtra,Nashik,Pimpalgaon,Onion,23/05/1999,397.71,28.0
Maharashtra,Nashik,Pimpalgaon,Onion,25/05/1999,398.02,42.0
Maharashtra,Nashik,Pimpalgaon,Onion,27/05/1999,397.6,50.1
Maharashtra,Nashik,Pimpalgaon,Onion,29/05/1999,389.51,38.6
Maharashtra,Nashik,Pimpalgaon,Onion,31/05/1999,375.68,45.8
Maharashtra,Nashik,Pimpalgaon,Onion,02/06/1999,401.31,29.5
Maharashtra,Nashik,Pimpalgaon,Onion,04/06/1999,401.27,39.5
Maharashtra,Nashik,Pimpalgaon,Onion,06/06/1999,389.28,50.9
Maharashtra,Nashik,Pimpalgaon,Onion,08/06/1999,392.9,52.7
Maharashtra,Nashik,Pimpalgaon,Onion,10/06/1999,373.69,37.0
Maharashtra,Nashik,Pimpalgaon,Onion,12/06/1999,391.84,30.4
Maharashtra,Nashik,Pimpalgaon,Onion,14/06/1999,383.63,44.1
Maharashtra,Nashik,Pimpalgaon,Onion,16/06/1999,372.79,42.2
Maharashtra,Nashik,Pimpalgaon,Onion,18/06/1999,386.47,39.4
Maharashtra,Nashik,Pimpalgaon,Onion,20/06/1999,380.59,24.2
Maharashtra,Nashik,Pimpalgaon,Onion,22/06/1999,363.84,38.6
Maharashtra,Nashik,Pimpalgaon,Onion,24/06/1999,366.41,74.2
Maharashtra,Nashik,Pimpalgaon,Onion,26/06/1999,366.61,42.7
Maharashtra,Nashik,Pimpalgaon,Onion,28/06/1999,376.9,40.7
Maharashtra,Nashik,Pimpalgaon,Onion,30/06/1999,367.84,51.8
Maharashtra,Nashik,Pimpalgaon,Onion,02/07/1999,357.8,59.0
Maharashtra,Nashik,Pimpalgaon,Onion,04/07/1999,364.26,22.0
Maharashtra,Nashik,Pimpalgaon,Onion,06/07/1999,364.91,59.2
Maharashtra,Nashik,Pimpalgaon,Onion,08/07/1999,348.01,50.3
Maharashtra,Nashik,Pimpalgaon,Onion,10/07/1999,364.6,31.0
Maharashtra,Nashik,Pimpalgaon,Onion,12/07/1999,367.42,34.2
Maharashtra,Nashik,Pimpalgaon,Onion,14/07/1999,356.51,27.5
Maharashtra,Nashik,Pimpalgaon,Onion,16/07/1999,344.49,37.8
Maharashtra,Nashik,Pimpalgaon,Onion,18/07/1999,346.11,39.9
Maharashtra,Nashik,Pimpalgaon,Onion,20/07/1999,348.68,62.0
Maharashtra,Nashik,Pimpalgaon,Onion,22/07/1999,340.02,32.2
Maharashtra,Nashik,Pimpalgaon,Onion,24/07/1999,344.0,66.0
Maharashtra,Nashik,Pimpalgaon,Onion,26/07/1999,323.0,48.2
Maharashtra,Nashik,Pimpalgaon,Onion,28/07/1999,324.47,50.2
Maharashtra,Nashik,Pimpalgaon,Onion,30/07/1999,345.77,44.6
Maharashtra,Nashik,Pimpalgaon,Onion,01/08/1999,325.54,61.4
Maharashtra,Nashik,Pimpalgaon,Onion,03/08/1999,310.46,40.6
Maharashtra,Nashik,Pimpalgaon,Onion,05/08/1999,321.37,43.0
Maharashtra,Nashik,Pimpalgaon,Onion,07/08/1999,326.8,26.2
Maharashtra,Nashik,Pimpalgaon,Onion,09/08/1999,325.61,60.0
Maharashtra,Nashik,Pimpalgaon,Onion,11/08/1999,315.38,31.0
Maharashtra,Nashik,Pimpalgaon,Onion,13/08/1999,321.6,47.8
Maharashtra,Nashik,Pimpalgaon,Onion,15/08/1999,324.98,31.1
Maharashtra,Nashik,Pimpalgaon,Onion,17/08/1999,319.57,63.3
Maharashtra,Nashik,Pimpalgaon,Onion,19/08/1999,310.28,21.3
Maharashtra,Nashik,Pimpalgaon,Onion,21/08/1999,313.16,34.0
Maharashtra,Nashik,Pimpalgaon,Onion,23/08/1999,301.57,65.5
Maharashtra,Nashik,Pimpalgaon,Onion,25/08/1999,307.35,54.7
Maharashtra,Nashik,Pimpalgaon,Onion,27/08/1999,291.1,40.5
Maharashtra,Nashik,Pimpalgaon,Onion,29/08/1999,312.4,32.2
